title,category,price,description,colour,url,img_url
Nike Air Max 1 Premium,Shoes,"Rp2,489,000","Whish-whish—wish you had a pair? Well, don't wait too long. The Air Max 1 'Corduroy' is your entry ticket. Wrapped in the ultra-tough yet soft and versatile fabric, its wonderful texture showcases your contemplative, care-free mood. Blending the perfect amount of casual, Sunday-morning style with some quaint countryside flair, it punches straight through any ""boring professor"" misconceptions with ocean hues. Step on in and let 'em whisk you away.",Coral Stardust/Oxen Brown/Sail/Bright Coral,https://www.nike.com/id/t/air-max-1-shoes-M6DMB6/FB8915-600,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Motiva,Men's Walking Shoes,"Rp1,729,000","The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.",Black/Anthracite/White/Black,https://www.nike.com/id/t/motiva-walking-shoes-Fjzkq7/DV1237-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e630c7ab-c056-4bbd-be5b-137d1e2f24dc/motiva-walking-shoes-Fjzkq7.png
Nike Ultrafly,Men's Trail-Running Shoes,"Rp3,889,000","Manifest your mountainous best, when the trail ahead is skiddy and uncertain. Our all-new championship trail racing shoe melds our best speed components from the running world with what you need to plant your flag first at the finishing line. It offers peak performance, sleek speed and endurance for those who want to summit nature's playground.",White/Total Orange/Pale Ivory/Black,https://www.nike.com/id/t/ultrafly-trail-running-shoes-4DRfrN/DX1978-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d823b156-493d-4ad2-8d6d-dc7be755ef13/ultrafly-trail-running-shoes-4DRfrN.png"
Nike Air Max TW SE,Men's Shoes,"Rp1,868,000","Step into the history books. Paying homage to Frank Rudy, the man who created the coveted cornerstone of cushioning—Air—the Nike Air Max TW SE celebrates his legacy with fun details. From the shoe's release year proudly stamped on the Air unit to its translucent plastic detailing, its striking visuals deliver a lesson in comfort.",Summit White/Sesame/Light Photo Blue/Safety Orange,https://www.nike.com/id/t/air-max-tw-se-shoes-8CTsWh/DV1232-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/e835c4d8-c95a-4ddf-a9b6-86af099aeec0/air-max-tw-se-shoes-8CTsWh.png"
Nike Zoom Mercurial Vapor 15 Academy XXV TF,Turf Football Shoes,"Rp1,299,000","Celebrate the 25th anniversary of 1 of our fastest boots ever created with the Vapor 15 Academy XXV. Iconic colours synonymous with the Mercurial complement hints of its decorated history. The stunning chrome effect puts even more electricity into these lightning bolts loaded with Zoom Air, which begs the question: What moments will you etch into our memories over the next 25 years?",Metallic Silver/Black/Volt/Volt,https://www.nike.com/id/t/zoom-mercurial-vapor-15-academy-xxv-tf-football-shoes-MjCjS6/FB8396-060,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b8cc871c-7db3-4d79-b5d0-047c699e8ac7/zoom-mercurial-vapor-15-academy-xxv-tf-football-shoes-MjCjS6.png"
Nike ZoomX Dragonfly Bowerman Track Club,Athletics Distance Spikes,"Rp2,329,000","Light, breathable and bouncy—these are the ingredients for beating your personal record. The Nike ZoomX Dragonfly delivers the speed you need to stand out from the pack in races from 1,500 to 10,000 metres. Details throughout celebrate the Bowerman Track Club and the athletes it has inspired.",Gym Red/Black/Night Maroon/White,https://www.nike.com/id/t/zoomx-dragoy-bowerman-track-club-athletics-distance-spikes-hfN3Xc/DN4860-601,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/738f0e8c-6a3f-4a22-8fb3-2fd4c69258c9/zoomx-dragoy-bowerman-track-club-athletics-distance-spikes-hfN3Xc.png"
Luka 2 'Luk.AI' PF,Basketball Shoes,"Rp2,099,000","While Luka racks up points in the real world, Luk.AI interacts with fans and refines his own game in the digital world. Brilliant, right? This Luka 2 is inspired by that revolutionary idea. Colours match Luk.AI's outfit in the digital world and glow-in-the-dark elements keep the look sleek—whatever realm you're stepping out in.",Black/Grand Purple/Aurora Green/Glow,https://www.nike.com/id/t/luka-2-lukal-pf-basketball-shoes-LM9ScX/DX9012-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/35b83b9c-7c06-4872-af39-d35267c5491d/luka-2-lukal-pf-basketball-shoes-LM9ScX.png"
NOCTA,Crew Socks (3 Pairs),"Rp349,000","NOCTA, a collection for the collective, has arrived with new renditions of the classics. The NOCTA Crew Socks are made from a premium fabric that features cushioning at the toe and heel to keep you moving comfortably. The comfort continues with ribbing along the leg for a snug fit, and an arch band for support. It's an elevated take on an everyday essential.",White/Black,https://www.nike.com/id/t/nocta-crew-socks-6MRPsB/DD9240-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/69cf3ddd-5ea1-4a8c-a907-446d1bf2dcd8/nocta-crew-socks-6MRPsB.png
Nike Everyday Cushioned,Training No-Show Socks (3 Pairs),"Rp229,000","Power through your workout with the Nike Everyday Cushioned Socks. The thick terry sole gives you extra comfort for foot drills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.",White/Black,https://www.nike.com/id/t/everyday-cushioned-training-no-show-socks-R1C77V/SX7673-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/aafceb7e-70cc-4819-a501-5508502a27e1/everyday-cushioned-training-no-show-socks-R1C77V.png
Nike Air Max 1,Men's Slides,"Rp1,149,000","The Nike Air Max 1 Slides re-imagine the legendary design for summertime fun. Crossing sneaker tech with slide style, it includes a near 1:1 remake of the original running shoe's outsole, while the plush strap mimics the original upper. To top it off, the textured footbed features soft foam that cradles your foot so you can focus on the fun.",White/Black/Light Neutral Grey/University Red,https://www.nike.com/id/t/air-max-1-slides-TSMTS4/DH0295-103,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/28642bd2-0dcd-48a4-9cb0-1b72e61ac3f6/air-max-1-slides-TSMTS4.png
Nike Everyday Essential,Crew Socks (3 Pairs),"Rp259,000","Now a staple in streetwear, the camo print comes in all shapes and colours. The Nike Everyday Essential Crew Socks give you 3 pairs to choose from to help you coordinate with your look. This product is made from at least 75% recycled polyester fibres.",Multi-Colour,https://www.nike.com/id/t/everyday-essential-crew-socks-5pd7JF/DH3414-903,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0cf1ed9b-9537-4d63-87af-3272d1e28801/everyday-essential-crew-socks-5pd7JF.png
Nike Air Force 1 '07,Men's Shoes,"Rp2,099,000","Score major points in this legendary classic. Crossing hardwood comfort with off-court flair, this hoops original pairs crisp white leather with subtle suede details for nothing-but-net style. Hidden Nike Air units and durable, era-echoing '80s construction add the comfort you know and love.",White/Black/Light Silver/Medium Ash,https://www.nike.com/id/t/air-force-1-07-shoes-JSrcPm/FN7807-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/fa035e86-4752-4ad2-a130-4b5649558a6f/air-force-1-07-shoes-JSrcPm.png"
Nike Squad OTC,Football Socks,"Rp229,000",The Nike Squad OTC Football Socks feature sweat-wicking fabric and arch compression for performance comfort and support.,White/Pure Platinum/Black,https://www.nike.com/id/t/squad-otc-football-socks-wDG76R/SX6830-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/wzhox9wakv3hvpbuvl2q/squad-otc-football-socks-wDG76R.png
Nike Everyday Essentials,Crew Socks,"Rp229,000","Inspired by the iconic Uptempo shoe, these socks celebrate its unique design with knit-in graphics that mimic the shoe's ""Air"" side graphic. Plus, the Swoosh design mimics a similar placement on the shoe itself.",University Red/White,https://www.nike.com/id/t/everyday-essentials-crew-socks-0DDf6P/DR9719-657,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e0b8a845-81dc-49e8-af7d-2299dee4ca70/everyday-essentials-crew-socks-0DDf6P.png
Nike Sportswear Everyday Essential,No-Show Socks (3 Pairs),"Rp229,000","Designed through the lens of sport, the Nike Sportswear Essential Ankle Socks feature a lightweight, no-show style with a soft feel ready for everyday wear. This product is made from at least 75% recycled polyester fibres.",White/Black,https://www.nike.com/id/t/sportswear-everyday-essential-no-show-socks-7xxk6Q/DX5075-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/d37069d7-7f47-43e1-9d43-133a625ebd99/sportswear-everyday-essential-no-show-socks-7xxk6Q.png
Nike Air Trainer 1,Men's Shoes,"Rp1,778,000","Talkin' it and livin' it—the Air Trainer 1 delivers once more. Seasonal hues bring shine to the famed cross-trainer that transcends the gym and court. Mixed materials in golden hues add a sophisticated edge, while design details like the forefoot strap bring out the timeless magic of the original. So, where to next?",Coconut Milk/Team Gold/Sail/Black,https://www.nike.com/id/t/air-trainer-1-shoes-8S4DWN/DV7201-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/e0fc94f9-b28f-4a65-9e5c-2ae822dbf13f/air-trainer-1-shoes-8S4DWN.png"
NikeGrip Dri-FIT Studio,Women's Toeless Footie Socks,"Rp179,000","An open-toe, open-heel design makes the NikeGrip Studio Footie Socks essential for yoga classes, Pilates, barre and any workout where it's no shoes allowed.",Black/Anthracite,https://www.nike.com/id/t/nikegrip-dri-fit-studio-toeless-footie-socks-sz68Th/SX7827-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/wt1mzwq9l3cqjmfg8pwo/nikegrip-dri-fit-studio-toeless-footie-socks-sz68Th.png"
Nike Air Max Plus SE,Men's Shoes,"Rp2,418,000","Step into the history books. We're paying homage to Frank Rudy, the man who created the coveted cornerstone of cushioning—Air. These special edition sneakers celebrate his legacy with fun details, including a hand-drawn Swoosh and the release year proudly stamped on the Nike Air unit.",Ghost Green/Old Royal/Summit White/Black,https://www.nike.com/id/t/air-max-plus-se-shoes-k3HXGB/DZ0480-300,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0afe3f6d-bbfd-48eb-a250-4feddf65ad40/air-max-plus-se-shoes-k3HXGB.png"
Air Jordan 3 Retro,Men's Shoes,"Rp3,269,000","Clean and supreme, the AJ3 returns with all of its classic style and grace. Quality leather in the upper—with that luxurious elephant print texture—is combined with visible Nike Air in the sole to make a comfortable, everyday icon.",White/True Blue/Cement Grey/Metallic Copper,https://www.nike.com/id/t/air-jordan-3-retro-shoes-TJf2lm/CT8532-148,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/c34024be-4220-4e3b-b4ea-e0da6f0c7726/air-jordan-3-retro-shoes-TJf2lm.png
Nike Everyday Lightweight,Training No-Show Socks (3 Pairs),"Rp229,000",Power through your workout with the Nike Everyday Lightweight Socks. Soft yarns with sweat-wicking technology help keep your feet comfortable and dry.,Multi-Colour,https://www.nike.com/id/t/everyday-lightweight-training-no-show-socks-K5cbcM/SX7678-964,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ae86acf9-f88f-4c41-8724-b35df2628fd5/everyday-lightweight-training-no-show-socks-K5cbcM.png"
Nike Pegasus FlyEase,Men's Easy On/Off Road Running Shoes,"Rp1,829,000","Let the Nike Pegasus FlyEase, a balanced and energised ride for any run, help you ascend to new heights. A supportive sensation helps keep your foot contained, while underfoot Air adds a pop to your step as you transition from heel to toe. Nike FlyEase technology acts as a strap, helping secure the fit. Your trusted workhorse with wings is back. Time to fly.",Black/Dark Smoke Grey/White,https://www.nike.com/id/t/pegasus-flyease-easy-on-off-road-running-shoes-RlnnC7/DJ7381-001,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Blazer Mid '77 Jumbo,Men's Shoes,"Rp1,649,000","Praised by many for its enduring look and feel, the wardrobe staple hits refresh with the Nike Blazer Mid '77 Jumbo.Harnessing the old-school look you love, it now has an elastic heel with corduroy-like texture and large pull tabs for easy on and off.The oversized Swoosh design and jumbo laces add a fun twist.",White/White/Sail/Black,https://www.nike.com/id/t/blazer-mid-77-jumbo-shoes-kWXfC7/DD3111-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/3eb1a8f4-2bc9-470d-afd2-943fbeabc61c/blazer-mid-77-jumbo-shoes-kWXfC7.png"
Nike Lunar Gato II IC,Indoor Court Football Shoes,"Rp1,649,000","The Nike Lunar Gato II is ideal for the small-sided game. Soft leather at the forefoot has a smooth, natural feel for precision strikes. Lunarlon cushioning feels springy and responsive, while the rubber tread gives you traction for quick cuts on indoor surfaces.",Smoke Grey/Anthracite/Pale Grey/White,https://www.nike.com/id/t/lunar-gato-ii-ic-indoor-court-football-shoes-pf450P/580456-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a1157eb5-71b7-46cc-9a51-9e895fc76c91/lunar-gato-ii-ic-indoor-court-football-shoes-pf450P.png
Nike Everyday,Training Ankle Socks,"Rp229,000","Work out for the frill of it. Combining soft yarns with sweat-wicking power, these scrunched-cuff socks help keep your feet dry and comfortable during your training sessions without sacrificing style.",Black/White,https://www.nike.com/id/t/everyday-training-ankle-socks-KpNHqj/DH5485-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/db759dc5-7c8f-49f2-b196-5eb672959423/everyday-training-ankle-socks-KpNHqj.png
Giannis Immortality 2,Basketball Shoes,"Rp1,149,000",Morph into all-timer with the Giannis Immortality 2. A plush foam package combined with a more focused fit in the midfoot in a super-lightweight design means you can maintain a high level of intensity and focus when victory hangs in the balance—just like Giannis at the critical moment.,Black/Wolf Grey/University Red,https://www.nike.com/id/t/giannis-immortality-2-basketball-shoes-vBxGdT/DM0825-005,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ff5572d6-d166-4ba8-9d7d-f77debcd992b/giannis-immortality-2-basketball-shoes-vBxGdT.png
Nike Everyday Lightweight,Women's Training Footie Socks (3 Pairs),"Rp229,000","The Nike Everyday Lightweight Footie Socks are made from mesh and a stretchy cotton blend for breathability and a snug, soft feel.",Black/White,https://www.nike.com/id/t/everyday-lightweight-training-footie-socks-1NJlCL/SX4863-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/9670b43d-1722-43b9-99d9-54a67e8f5500/everyday-lightweight-training-footie-socks-1NJlCL.png
